Location,Year,Company Type,Number of Companies,Productivity
Sátão,2017,Manufacturing,66,18600.3
Tondela,2017,Manufacturing,166,42122.4
Vila Nova de Paiva,2017,Manufacturing,31,-
Viseu,2017,Manufacturing,470,21549
Vouzela,2017,Manufacturing,70,22655.6
Beira Baixa,2017,Manufacturing,529,-
Castelo Branco,2017,Manufacturing,273,23989.6
Idanha-a-Nova,2017,Manufacturing,44,12705.1
Oleiros,2017,Manufacturing,46,21879.3
Penamacor,2017,Manufacturing,37,-
Proença-a-Nova,2017,Manufacturing,99,14004.3
Vila Velha de Ródão,2017,Manufacturing,30,112759.4
Médio Tejo,2017,Manufacturing,1521,-
Abrantes,2017,Manufacturing,158,36760.2
Alcanena,2017,Manufacturing,215,25035.5
Constância,2017,Manufacturing,26,67863.6
Entroncamento,2017,Manufacturing,77,34735.5
Ferreira do Zêzere,2017,Manufacturing,38,35795.3
Mação,2017,Manufacturing,61,10246.2
Ourém,2017,Manufacturing,434,24672.5
Sardoal,2017,Manufacturing,40,-
Sertã,2017,Manufacturing,89,29181.7
Tomar,2017,Manufacturing,190,18082.4
Torres Novas,2017,Manufacturing,146,32674.7
Vila de Rei,2017,Manufacturing,32,-
Vila Nova da Barquinha,2017,Manufacturing,15,14849.8
Beiras e Serra da Estrela,2017,Manufacturing,1280,-
Almeida,2017,Manufacturing,24,9997.5
Belmonte,2017,Manufacturing,43,12244
Celorico da Beira,2017,Manufacturing,26,13701
Covilhã,2017,Manufacturing,218,22397.1
Figueira de Castelo Rodrigo,2017,Manufacturing,41,12836.8
Fornos de Algodres,2017,Manufacturing,33,-
Fundão,2017,Manufacturing,191,17342
Gouveia,2017,Manufacturing,82,17568.3
Guarda,2017,Manufacturing,188,36620
Manteigas,2017,Manufacturing,19,-
Mêda,2017,Manufacturing,34,14095.9
Pinhel,2017,Manufacturing,68,16704.7
Sabugal,2017,Manufacturing,86,9788.6
Seia,2017,Manufacturing,166,15127.9
Trancoso,2017,Manufacturing,61,22710.2
Área Metropolitana de Lisboa,2017,Manufacturing,10087,51059.4
Área Metropolitana de Lisboa,2017,Manufacturing,10087,51059.4
Alcochete,2017,Manufacturing,79,38063.9
Almada,2017,Manufacturing,458,21589.1
Amadora,2017,Manufacturing,427,47219.7
Barreiro,2017,Manufacturing,185,21912.9
Cascais,2017,Manufacturing,739,25912.6
Lisboa,2017,Manufacturing,1824,82206.6
Loures,2017,Manufacturing,832,33566.5
Mafra,2017,Manufacturing,552,21683.9
Moita,2017,Manufacturing,178,26176.7
Montijo,2017,Manufacturing,190,23707.6
Odivelas,2017,Manufacturing,482,23400.4
Oeiras,2017,Manufacturing,455,53707.7
Palmela,2017,Manufacturing,306,49331.9
Seixal,2017,Manufacturing,519,42035
Sesimbra,2017,Manufacturing,185,18386.3
Setúbal,2017,Manufacturing,389,70646.6
Sintra,2017,Manufacturing,1819,56740
Vila Franca de Xira,2017,Manufacturing,468,46715.8
Alentejo,2017,Manufacturing,4008,35334.7
Alentejo Litoral,2017,Manufacturing,432,-
Alcácer do Sal,2017,Manufacturing,68,18874.3
Grândola,2017,Manufacturing,69,-
Odemira,2017,Manufacturing,118,13636.5
Santiago do Cacém,2017,Manufacturing,117,21750.8
Sines,2017,Manufacturing,60,181509.3
Baixo Alentejo,2017,Manufacturing,654,-
Aljustrel,2017,Manufacturing,51,12088.7
Almodôvar,2017,Manufacturing,36,15028.6
Alvito,2017,Manufacturing,10,12941.2
Barrancos,2017,Manufacturing,10,24052.4
Beja,2017,Manufacturing,175,39523.5
Castro Verde,2017,Manufacturing,37,9065.4
Cuba,2017,Manufacturing,33,10413.7
Ferreira do Alentejo,2017,Manufacturing,45,18740.1
Mértola,2017,Manufacturing,36,-
Moura,2017,Manufacturing,74,18580.2
Ourique,2017,Manufacturing,33,18692.1
Serpa,2017,Manufacturing,81,15225.3
Vidigueira,2017,Manufacturing,33,16965.7
Lezíria do Tejo,2017,Manufacturing,1312,-
Almeirim,2017,Manufacturing,92,20937.1
Alpiarça,2017,Manufacturing,36,40633.3
Azambuja,2017,Manufacturing,82,45478.3
Benavente,2017,Manufacturing,131,29288
Cartaxo,2017,Manufacturing,146,32795
Chamusca,2017,Manufacturing,56,28031
Coruche,2017,Manufacturing,87,23460.3
Golegã,2017,Manufacturing,23,26934.9
Rio Maior,2017,Manufacturing,190,33429.1
Salvaterra de Magos,2017,Manufacturing,101,-
Santarém,2017,Manufacturing,368,39192.4
Alto Alentejo,2017,Manufacturing,600,-
Alter do Chão,2017,Manufacturing,14,47414
Arronches,2017,Manufacturing,11,17836.6
Avis,2017,Manufacturing,19,20483.9
Campo Maior,2017,Manufacturing,37,38935.8
Castelo de Vide,2017,Manufacturing,26,7238.4
Crato,2017,Manufacturing,20,29285.4
Elvas,2017,Manufacturing,103,19069.4
Fronteira,2017,Manufacturing,22,5211.8
Gavião,2017,Manufacturing,24,23157.1
Marvão,2017,Manufacturing,24,7106.9
Monforte,2017,Manufacturing,13,-
Nisa,2017,Manufacturing,62,13470.3
Ponte de Sor,2017,Manufacturing,77,44729.3
Portalegre,2017,Manufacturing,109,17723.6
Sousel,2017,Manufacturing,39,18758.7
Alentejo Central,2017,Manufacturing,1010,-
Alandroal,2017,Manufacturing,39,12717.8
Arraiolos,2017,Manufacturing,60,20091.5
Borba,2017,Manufacturing,68,21534.4
Estremoz,2017,Manufacturing,110,21969.8
Évora,2017,Manufacturing,253,34084.7
Montemor-o-Novo,2017,Manufacturing,85,26480.4
Mora,2017,Manufacturing,34,38842.4
Mourão,2017,Manufacturing,14,19056.8
Portel,2017,Manufacturing,30,22074.4
Redondo,2017,Manufacturing,63,22750
Reguengos de Monsaraz,2017,Manufacturing,84,28201.3
Vendas Novas,2017,Manufacturing,70,28154.7
Viana do Alentejo,2017,Manufacturing,33,-
Vila Viçosa,2017,Manufacturing,67,29737.7
Algarve,2017,Manufacturing,1845,16238.2
Algarve,2017,Manufacturing,1845,16238.2
Albufeira,2017,Manufacturing,123,15750.1
Alcoutim,2017,Manufacturing,14,9913.1
Aljezur,2017,Manufacturing,37,11268.4
Castro Marim,2017,Manufacturing,25,-
Faro,2017,Manufacturing,230,15293.2
Lagoa,2017,Manufacturing,104,17284.7
Lagos,2017,Manufacturing,117,10974.1
Loulé,2017,Manufacturing,308,15865.2
Monchique,2017,Manufacturing,71,36184
Olhão,2017,Manufacturing,174,17805.1
Portimão,2017,Manufacturing,195,15771.2
São Brás de Alportel,2017,Manufacturing,73,17304.6
Silves,2017,Manufacturing,177,16515.8
Tavira,2017,Manufacturing,102,10112.3
Vila do Bispo,2017,Manufacturing,26,-
Vila Real de Santo António,2017,Manufacturing,69,17843.2
Continente,2017,Construction,78962,19051.9
Norte,2017,Construction,28150,19168.8
Alto Minho,2017,Construction,3536,14022.2
Arcos de Valdevez,2017,Construction,313,10226.5
Caminha,2017,Construction,324,14772.3
Melgaço,2017,Construction,108,7566.5
Monção,2017,Construction,346,10067.3
Paredes de Coura,2017,Construction,155,9060.2
Ponte da Barca,2017,Construction,174,11969.2
Ponte de Lima,2017,Construction,672,12999.1
Valença,2017,Construction,154,11546.5
Viana do Castelo,2017,Construction,1154,17141.5
Vila Nova de Cerveira,2017,Construction,136,7030.1
Cávado,2017,Construction,4130,19051.3
Amares,2017,Construction,287,14898.1
Barcelos,2017,Construction,1085,17137.3
Braga,2017,Construction,1467,25158.9
Esposende,2017,Construction,457,12160.3
Terras de Bouro,2017,Construction,69,9886.7
Vila Verde,2017,Construction,765,17672.1
Ave,2017,Construction,3025,18566.1
Cabeceiras de Basto,2017,Construction,141,10892
Fafe,2017,Construction,536,12690.2
Guimarães,2017,Construction,936,20217
Mondim de Basto,2017,Construction,43,8029.5
Póvoa de Lanhoso,2017,Construction,242,12892.5
Vieira do Minho,2017,Construction,122,12516.4
Vila Nova de Famalicão,2017,Construction,892,23095.6
Vizela,2017,Construction,113,12761.3
Área Metropolitana do Porto,2017,Construction,10531,22400.4
Arouca,2017,Construction,325,18400.9
Espinho,2017,Construction,165,12844.8
Gondomar,2017,Construction,756,16099.6
Maia,2017,Construction,864,22695.8
Matosinhos,2017,Construction,845,21207.1
Oliveira de Azeméis,2017,Construction,471,14715.6
Paredes,2017,Construction,505,16997
Porto,2017,Construction,969,46740.3
Póvoa de Varzim,2017,Construction,550,170.8
Santa Maria da Feira,2017,Construction,1279,14555
Santo Tirso,2017,Construction,372,14622.2
São João da Madeira,2017,Construction,67,13901.4
Trofa,2017,Construction,305,20926.6
Vale de Cambra,2017,Construction,204,12022.9
Valongo,2017,Construction,535,18760.2
Vila do Conde,2017,Construction,605,18654.9
Vila Nova de Gaia,2017,Construction,1714,20303.3
Alto Tâmega,2017,Construction,747,16003.1
Boticas,2017,Construction,53,12099.1
Chaves,2017,Construction,301,14510.5
Montalegre,2017,Construction,81,13202.7
Ribeira de Pena,2017,Construction,62,18972.2
Valpaços,2017,Construction,112,20721.2
Vila Pouca de Aguiar,2017,Construction,138,12256.1
Tâmega e Sousa,2017,Construction,3880,17700.7
Amarante,2017,Construction,646,17784.6
Baião,2017,Construction,167,15901.9
Castelo de Paiva,2017,Construction,134,16889.9
Celorico de Basto,2017,Construction,162,11534.1
Cinfães,2017,Construction,197,18142.1
Felgueiras,2017,Construction,443,16563.9
Lousada,2017,Construction,460,16054.9
Marco de Canaveses,2017,Construction,581,20349.4
Paços de Ferreira,2017,Construction,284,14951.3
Penafiel,2017,Construction,733,18041.7
Resende,2017,Construction,73,15073.8
Douro,2017,Construction,1405,13931.8
Alijó,2017,Construction,74,15334.1
Armamar,2017,Construction,29,29420.4
Carrazeda de Ansiães,2017,Construction,36,14004.6
Freixo de Espada à Cinta,2017,Construction,20,10310.4
Lamego,2017,Construction,198,9265.7
Mesão Frio,2017,Construction,30,14410.2
Moimenta da Beira,2017,Construction,74,13517.6
Murça,2017,Construction,39,14104.9
Penedono,2017,Construction,34,10550.3
Peso da Régua,2017,Construction,84,15652.9
Sabrosa,2017,Construction,44,19710.5
Santa Marta de Penaguião,2017,Construction,61,12828.3
São João da Pesqueira,2017,Construction,45,16315.4
Sernancelhe,2017,Construction,54,12888.1
Tabuaço,2017,Construction,37,11246.4
Tarouca,2017,Construction,67,14053.4
Torre de Moncorvo,2017,Construction,48,10532.5
Vila Nova de Foz Côa,2017,Construction,43,10959.6
Vila Real,2017,Construction,388,15508
Terras de Trás-os-Montes,2017,Construction,896,13747.6
Alfândega da Fé,2017,Construction,34,11845.3
Bragança,2017,Construction,306,16607.3
Macedo de Cavaleiros,2017,Construction,117,9371.1
Miranda do Douro,2017,Construction,68,12429.4
Mirandela,2017,Construction,149,12173.4
Mogadouro,2017,Construction,68,13971.3
Vila Flor,2017,Construction,47,16674.1
Vimioso,2017,Construction,49,7056.3
Vinhais,2017,Construction,58,12099.2
Centro,2017,Construction,22978,15875.7
Oeste,2017,Construction,3566,15546
Alcobaça,2017,Construction,533,16626.7
Alenquer,2017,Construction,278,17631.6
Arruda dos Vinhos,2017,Construction,88,14006
Bombarral,2017,Construction,131,17236.9
Cadaval,2017,Construction,120,12028.2
Caldas da Rainha,2017,Construction,459,15721.7
Lourinhã,2017,Construction,315,14664.2
Nazaré,2017,Construction,93,17884.9
Óbidos,2017,Construction,143,13394.3
Peniche,2017,Construction,250,13211.5
Sobral de Monte Agraço,2017,Construction,102,17236.2
Torres Vedras,2017,Construction,1054,15232.9
Região de Aveiro,2017,Construction,3431,13461.7
Águeda,2017,Construction,468,11060.7
Albergaria-a-Velha,2017,Construction,250,14983.6
Anadia,2017,Construction,326,10243.6
Aveiro,2017,Construction,558,16767.4
Estarreja,2017,Construction,271,16630.7
Ílhavo,2017,Construction,303,9651.6
Murtosa,2017,Construction,115,10289.3
Oliveira do Bairro,2017,Construction,270,15738.7
Ovar,2017,Construction,377,12740.1
Sever do Vouga,2017,Construction,171,13177.7
Vagos,2017,Construction,322,11068
Região de Coimbra,2017,Construction,4233,14911.6
Arganil,2017,Construction,205,13408.6
Cantanhede,2017,Construction,423,14477.5
Coimbra,2017,Construction,896,18238.3
Condeixa-a-Nova,2017,Construction,110,17178.3
Figueira da Foz,2017,Construction,429,12431.6
Góis,2017,Construction,68,13743.2
Lousã,2017,Construction,145,13249.2
Mealhada,2017,Construction,187,15361.8
Mira,2017,Construction,159,10193.2
Miranda do Corvo,2017,Construction,181,14731.3
Montemor-o-Velho,2017,Construction,189,20595.7
Mortágua,2017,Construction,171,23562.2
Oliveira do Hospital,2017,Construction,222,15020.1
Pampilhosa da Serra,2017,Construction,44,10540.5
Penacova,2017,Construction,361,12999.6
Penela,2017,Construction,77,14409
Soure,2017,Construction,157,11875.6
Tábua,2017,Construction,123,13937.9
Vila Nova de Poiares,2017,Construction,86,8453
Região de Leiria,2017,Construction,4007,18193
Alvaiázere,2017,Construction,137,7488.1
Ansião,2017,Construction,211,15288.5
Batalha,2017,Construction,244,21624.3
Castanheira de Pêra,2017,Construction,29,8858.6
Figueiró dos Vinhos,2017,Construction,73,17533
Leiria,2017,Construction,1650,17001.7
Marinha Grande,2017,Construction,172,19070.3
Pedrógão Grande,2017,Construction,31,10220.5
Pombal,2017,Construction,1232,20198.6
Porto de Mós,2017,Construction,228,22382.2
Viseu Dão Lafões,2017,Construction,2611,17027.9
Aguiar da Beira,2017,Construction,61,16047.5
Carregal do Sal,2017,Construction,67,12053.3
Castro Daire,2017,Construction,157,16935.7
Mangualde,2017,Construction,151,11362.2
Nelas,2017,Construction,70,13973.3
Oliveira de Frades,2017,Construction,111,21441.1
Penalva do Castelo,2017,Construction,94,20714
Santa Comba Dão,2017,Construction,103,10793.2
São Pedro do Sul,2017,Construction,193,10834.6
Sátão,2017,Construction,174,11942.5
Tondela,2017,Construction,312,10881.6
Vila Nova de Paiva,2017,Construction,53,10051.1
Viseu,2017,Construction,916,20711.3
Vouzela,2017,Construction,149,13105.3
Beira Baixa,2017,Construction,826,17489.5
Castelo Branco,2017,Construction,508,21294.3
Idanha-a-Nova,2017,Construction,70,10510.2
Oleiros,2017,Construction,51,10037
Penamacor,2017,Construction,59,10574.8
Proença-a-Nova,2017,Construction,116,11260
Vila Velha de Ródão,2017,Construction,22,8817.6
Médio Tejo,2017,Construction,2350,16587.3
Abrantes,2017,Construction,217,14399.9
Alcanena,2017,Construction,72,17822.3
Constância,2017,Construction,12,9897.1
Entroncamento,2017,Construction,73,11181.3
Ferreira do Zêzere,2017,Construction,132,18024.5
Mação,2017,Construction,98,10609.8
Ourém,2017,Construction,784,19696.3
Sardoal,2017,Construction,52,22782.4
Sertã,2017,Construction,235,13202.7
Tomar,2017,Construction,332,10203
Torres Novas,2017,Construction,253,16643.6
Vila de Rei,2017,Construction,64,18499.1
Vila Nova da Barquinha,2017,Construction,26,6888.4
Beiras e Serra da Estrela,2017,Construction,1954,12863.9
Almeida,2017,Construction,43,14483.6
Belmonte,2017,Construction,53,11366.7
Celorico da Beira,2017,Construction,42,10497.9
Covilhã,2017,Construction,313,15037
Figueira de Castelo Rodrigo,2017,Construction,34,11695.8
Fornos de Algodres,2017,Construction,47,9076.6
Fundão,2017,Construction,250,14629.1
Gouveia,2017,Construction,105,8973.4
Guarda,2017,Construction,380,13727.1
Manteigas,2017,Construction,42,8639.8
Mêda,2017,Construction,49,18309.5
Pinhel,2017,Construction,102,12634.9
Sabugal,2017,Construction,223,7973.9
Seia,2017,Construction,176,11095.9
Trancoso,2017,Construction,95,14998
Área Metropolitana de Lisboa,2017,Construction,17848,22473.7
Área Metropolitana de Lisboa,2017,Construction,17848,22473.7
Alcochete,2017,Construction,95,46954.5
Almada,2017,Construction,1020,15830.5
Amadora,2017,Construction,1082,34229.6
Barreiro,2017,Construction,303,23272.5
Cascais,2017,Construction,1387,22142.7
Lisboa,2017,Construction,3363,28050.1
Loures,2017,Construction,1169,21620.7
Mafra,2017,Construction,839,18501.7
Moita,2017,Construction,291,15468.7
Montijo,2017,Construction,273,12930
Odivelas,2017,Construction,1143,18289.4
Oeiras,2017,Construction,825,19974.2
Palmela,2017,Construction,399,23482.7
Seixal,2017,Construction,1038,17781.2
Sesimbra,2017,Construction,466,15271.8
Setúbal,2017,Construction,642,22254.1
Sintra,2017,Construction,2804,20527.3
Vila Franca de Xira,2017,Construction,709,15774.1
Alentejo,2017,Construction,4341,15671.2
Alentejo Litoral,2017,Construction,654,15713.9
Alcácer do Sal,2017,Construction,77,11039.1
Grândola,2017,Construction,87,8288.7
Odemira,2017,Construction,219,15540
Santiago do Cacém,2017,Construction,183,14810.2
Sines,2017,Construction,88,25603.1
Baixo Alentejo,2017,Construction,650,13670.7
Aljustrel,2017,Construction,38,16177.1
Almodôvar,2017,Construction,64,18309.1
Alvito,2017,Construction,21,11037.3
Barrancos,2017,Construction,7,4577.5
Beja,2017,Construction,168,12083.3
Castro Verde,2017,Construction,45,-
Cuba,2017,Construction,34,10946.1
Ferreira do Alentejo,2017,Construction,38,15321.1
Mértola,2017,Construction,62,9893
Moura,2017,Construction,44,21500.2
Ourique,2017,Construction,27,-
Serpa,2017,Construction,71,12409.9
Vidigueira,2017,Construction,31,10901.3
Lezíria do Tejo,2017,Construction,1384,17815.1
Almeirim,2017,Construction,152,16433.2
Alpiarça,2017,Construction,47,7983.8
Azambuja,2017,Construction,95,23810.9
Benavente,2017,Construction,169,19541.1
Cartaxo,2017,Construction,126,14326.8
Chamusca,2017,Construction,57,14451
Coruche,2017,Construction,93,14328.8
Golegã,2017,Construction,33,13505.3
Rio Maior,2017,Construction,147,17362.7
Salvaterra de Magos,2017,Construction,138,15360.5
Santarém,2017,Construction,327,21187.9
Alto Alentejo,2017,Construction,627,13587.9
Alter do Chão,2017,Construction,16,11231.1
Arronches,2017,Construction,19,8432.1
Avis,2017,Construction,21,-
Campo Maior,2017,Construction,24,11987.7
Castelo de Vide,2017,Construction,19,9861.5
Crato,2017,Construction,53,12245.4
Elvas,2017,Construction,88,15044.2
Fronteira,2017,Construction,21,15933.4
Gavião,2017,Construction,25,21382.4
Marvão,2017,Construction,27,10346.1
Monforte,2017,Construction,19,8999.3
Nisa,2017,Construction,52,-
Ponte de Sor,2017,Construction,114,15649
Portalegre,2017,Construction,100,11155.1
Sousel,2017,Construction,29,12007.4
Alentejo Central,2017,Construction,1026,14516.5
Alandroal,2017,Construction,37,12383.9
Arraiolos,2017,Construction,51,14190.3
Borba,2017,Construction,37,9372
Estremoz,2017,Construction,83,10275.5
Évora,2017,Construction,310,15255
Montemor-o-Novo,2017,Construction,122,17533.8
Mora,2017,Construction,27,8881.8
Mourão,2017,Construction,14,10121.1
Portel,2017,Construction,53,15090.5
Redondo,2017,Construction,59,14023.6
Reguengos de Monsaraz,2017,Construction,67,16955.3
Vendas Novas,2017,Construction,82,23425.3
Viana do Alentejo,2017,Construction,36,10760.9
Vila Viçosa,2017,Construction,48,-821.3
Algarve,2017,Construction,5645,17495.6
Algarve,2017,Construction,5645,17495.6
Albufeira,2017,Construction,555,16262.6
Alcoutim,2017,Construction,20,10967.8
Aljezur,2017,Construction,95,11527.1
Castro Marim,2017,Construction,66,12716.2
Faro,2017,Construction,671,18475.5
Lagoa,2017,Construction,339,27727
Lagos,2017,Construction,474,18598.2
Loulé,2017,Construction,1250,16944.6
Monchique,2017,Construction,43,8953.5
